timestamp,artist,song,genre,duration_seconds,full_duration,completion_rate,mood,activity,day_of_week,hour,month
2024-03-24 12:23:00,The Weeknd,Save Your Tears,Pop,293,293,1.0,Melancholic,Relaxing,Sunday,12,March
2024-03-24 16:14:00,Arctic Monkeys,Do I Wanna Know?,Alternative,242,242,1.0,Happy,Working,Sunday,16,March
2024-03-25 02:38:00,Kendrick Lamar,DNA.,Hip Hop,284,284,1.0,Melancholic,Commuting,Monday,2,March
2024-03-25 03:29:00,Kendrick Lamar,DNA.,Hip Hop,122,245,0.5,Focused,Working,Monday,3,March
2024-03-25 11:15:00,The Strokes,Reptilia,Alternative,120,241,0.5,Chill,Commuting,Monday,11,March
2024-03-25 16:38:00,Kendrick Lamar,DNA.,Hip Hop,286,286,1.0,Happy,Commuting,Monday,16,March
2024-03-25 17:39:00,Beach House,On The Sea,Indie Rock,193,193,1.0,Melancholic,Working Out,Monday,17,March
2024-03-25 21:38:00,Tame Impala,The Less I Know the Better,Indie Rock,265,265,1.0,Energetic,Commuting,Monday,21,March
2024-03-26 04:32:00,Beach House,Myth,Indie Rock,226,226,1.0,Melancholic,Working Out,Tuesday,4,March
2024-03-26 10:30:00,Arctic Monkeys,R U Mine?,Alternative,242,242,1.0,Happy,Working Out,Tuesday,10,March
2024-03-27 04:36:00,Fleet Foxes,Blue Ridge Mountains,Folk,294,294,1.0,Chill,Partying,Wednesday,4,March
2024-03-28 06:17:00,Kamasi Washington,The Next Step,Jazz,247,247,1.0,Focused,Working,Thursday,6,March
2024-03-28 06:19:00,Beach House,Space Song,Indie Rock,277,277,1.0,Energetic,Partying,Thursday,6,March
2024-03-28 09:45:00,Arctic Monkeys,505,Alternative,185,265,0.7,Energetic,Partying,Thursday,9,March
2024-03-28 10:37:00,Fleet Foxes,White Winter Hymnal,Folk,196,196,1.0,Happy,Partying,Thursday,10,March
2024-03-28 11:51:00,Fleet Foxes,Blue Ridge Mountains,Folk,136,272,0.5,Focused,Commuting,Thursday,11,March
2024-03-28 15:22:00,Bonobo,Break Apart,Electronic,250,250,1.0,Focused,Working Out,Thursday,15,March
2024-03-29 18:34:00,Kendrick Lamar,Alright,Hip Hop,203,203,1.0,Melancholic,Commuting,Friday,18,March
2024-03-30 03:49:00,The Strokes,Bad Decisions,Alternative,238,238,1.0,Chill,Working Out,Saturday,3,March
2024-03-30 19:12:00,Bonobo,Cirrus,Electronic,282,282,1.0,Melancholic,Working,Saturday,19,March
2024-04-01 02:24:00,The Strokes,Reptilia,Alternative,184,184,1.0,Chill,Working,Monday,2,April
2024-04-01 08:42:00,Tame Impala,The Less I Know the Better,Indie Rock,200,200,1.0,Focused,Partying,Monday,8,April
2024-04-01 13:07:00,Kendrick Lamar,N95,Hip Hop,221,221,1.0,Chill,Relaxing,Monday,13,April
2024-04-01 20:43:00,Kendrick Lamar,DNA.,Hip Hop,189,189,1.0,Melancholic,Partying,Monday,20,April
2024-04-02 10:34:00,The Strokes,Someday,Alternative,249,249,1.0,Happy,Commuting,Tuesday,10,April
2024-04-02 13:12:00,Arctic Monkeys,Do I Wanna Know?,Alternative,261,261,1.0,Focused,Partying,Tuesday,13,April
2024-04-02 17:15:00,Fleet Foxes,Blue Ridge Mountains,Folk,261,261,1.0,Melancholic,Working Out,Tuesday,17,April
2024-04-03 08:45:00,Kendrick Lamar,Money Trees,Hip Hop,243,243,1.0,Focused,Relaxing,Wednesday,8,April
2024-04-03 14:34:00,Bonobo,Linked,Electronic,183,183,1.0,Chill,Working,Wednesday,14,April
2024-04-03 20:30:00,Kamasi Washington,The Next Step,Jazz,208,208,1.0,Focused,Relaxing,Wednesday,20,April
2024-04-04 03:25:00,The Strokes,Bad Decisions,Alternative,215,215,1.0,Chill,Working,Thursday,3,April
2024-04-04 07:52:00,Beach House,On The Sea,Indie Rock,216,216,1.0,Melancholic,Working Out,Thursday,7,April
2024-04-05 01:57:00,Bonobo,Cirrus,Electronic,189,189,1.0,Happy,Relaxing,Friday,1,April
2024-04-05 14:13:00,Tame Impala,Borderline,Indie Rock,284,284,1.0,Melancholic,Partying,Friday,14,April
2024-04-05 15:17:00,Beach House,Myth,Indie Rock,217,217,1.0,Melancholic,Working,Friday,15,April
2024-04-06 00:21:00,The Weeknd,Blinding Lights,Pop,279,279,1.0,Chill,Partying,Saturday,0,April
2024-04-06 02:08:00,Kendrick Lamar,Alright,Hip Hop,217,217,1.0,Chill,Partying,Saturday,2,April
2024-04-06 03:34:00,Beach House,Lazuli,Indie Rock,269,269,1.0,Energetic,Working,Saturday,3,April
2024-04-06 14:53:00,Tame Impala,Let It Happen,Indie Rock,249,249,1.0,Energetic,Working Out,Saturday,14,April
2024-04-06 19:12:00,The Strokes,Someday,Alternative,249,249,1.0,Happy,Working,Saturday,19,April
2024-04-07 03:23:00,Kendrick Lamar,N95,Hip Hop,254,254,1.0,Focused,Relaxing,Sunday,3,April
2024-04-08 05:29:00,Tame Impala,Lost in Yesterday,Indie Rock,298,298,1.0,Happy,Commuting,Monday,5,April
2024-04-08 11:55:00,Beach House,Myth,Indie Rock,207,207,1.0,Happy,Commuting,Monday,11,April
2024-04-08 22:43:00,Bonobo,Linked,Electronic,284,284,1.0,Energetic,Working,Monday,22,April
2024-04-09 19:04:00,Tame Impala,Borderline,Indie Rock,202,202,1.0,Focused,Working,Tuesday,19,April
2024-04-10 02:09:00,The Strokes,The Adults Are Talking,Alternative,61,206,0.3,Focused,Relaxing,Wednesday,2,April
2024-04-10 04:18:00,Kendrick Lamar,N95,Hip Hop,245,245,1.0,Happy,Working,Wednesday,4,April
2024-04-10 08:48:00,The Strokes,Last Nite,Alternative,230,230,1.0,Melancholic,Working,Wednesday,8,April
2024-04-10 16:30:00,The Strokes,Reptilia,Alternative,294,294,1.0,Happy,Relaxing,Wednesday,16,April
2024-04-10 22:44:00,Bonobo,Cirrus,Electronic,287,287,1.0,Happy,Working Out,Wednesday,22,April
2024-04-12 12:03:00,Bonobo,Cirrus,Electronic,210,210,1.0,Focused,Relaxing,Friday,12,April
2024-04-12 12:31:00,Bonobo,Kerala,Electronic,250,250,1.0,Melancholic,Commuting,Friday,12,April
2024-04-12 13:58:00,Bonobo,Cirrus,Electronic,291,291,1.0,Melancholic,Working,Friday,13,April
2024-04-12 18:17:00,Beach House,Myth,Indie Rock,234,234,1.0,Focused,Relaxing,Friday,18,April
2024-04-13 03:10:00,Bonobo,Kerala,Electronic,229,229,1.0,Focused,Working Out,Saturday,3,April
2024-04-13 05:00:00,Fleet Foxes,Mykonos,Folk,234,234,1.0,Energetic,Partying,Saturday,5,April
2024-04-13 06:22:00,Kendrick Lamar,N95,Hip Hop,61,204,0.3,Energetic,Working Out,Saturday,6,April
2024-04-13 13:43:00,Bonobo,Break Apart,Electronic,212,212,1.0,Focused,Working Out,Saturday,13,April
2024-04-14 13:35:00,Kamasi Washington,Truth,Jazz,260,260,1.0,Chill,Working Out,Sunday,13,April
2024-04-14 17:07:00,The Strokes,Someday,Alternative,214,214,1.0,Chill,Relaxing,Sunday,17,April
2024-04-14 22:14:00,Bonobo,Break Apart,Electronic,201,201,1.0,Chill,Partying,Sunday,22,April
2024-04-15 04:16:00,Taylor Swift,August,Pop,180,180,1.0,Melancholic,Working,Monday,4,April
2024-04-15 10:36:00,The Strokes,Someday,Alternative,294,294,1.0,Chill,Commuting,Monday,10,April
2024-04-15 11:18:00,Taylor Swift,Cruel Summer,Pop,266,266,1.0,Focused,Partying,Monday,11,April
2024-04-15 23:37:00,Kamasi Washington,The Garden Path,Jazz,274,274,1.0,Focused,Partying,Monday,23,April
2024-04-16 04:09:00,Bonobo,Break Apart,Electronic,279,279,1.0,Happy,Relaxing,Tuesday,4,April
2024-04-16 13:46:00,Tame Impala,The Less I Know the Better,Indie Rock,296,296,1.0,Chill,Relaxing,Tuesday,13,April
2024-04-16 21:39:00,Beach House,On The Sea,Indie Rock,180,180,1.0,Happy,Partying,Tuesday,21,April
2024-04-17 07:36:00,Arctic Monkeys,Do I Wanna Know?,Alternative,220,220,1.0,Chill,Partying,Wednesday,7,April
2024-04-17 09:06:00,Beach House,On The Sea,Indie Rock,200,200,1.0,Chill,Relaxing,Wednesday,9,April
2024-04-17 10:41:00,The Strokes,Bad Decisions,Alternative,298,298,1.0,Happy,Working,Wednesday,10,April
2024-04-18 12:15:00,The Strokes,The Adults Are Talking,Alternative,209,299,0.7,Chill,Working Out,Thursday,12,April
2024-04-18 22:37:00,Beach House,Lazuli,Indie Rock,238,238,1.0,Focused,Partying,Thursday,22,April
2024-04-19 03:24:00,Kamasi Washington,Truth,Jazz,60,200,0.3,Melancholic,Commuting,Friday,3,April
2024-04-19 09:04:00,Fleet Foxes,White Winter Hymnal,Folk,75,250,0.3,Melancholic,Relaxing,Friday,9,April
2024-04-19 11:16:00,Kendrick Lamar,Alright,Hip Hop,160,229,0.7,Happy,Working,Friday,11,April
2024-04-19 13:13:00,Taylor Swift,Anti-Hero,Pop,245,245,1.0,Happy,Working Out,Friday,13,April
2024-04-20 06:08:00,Arctic Monkeys,505,Alternative,228,228,1.0,Melancholic,Partying,Saturday,6,April
2024-04-20 12:43:00,Arctic Monkeys,R U Mine?,Alternative,235,235,1.0,Chill,Relaxing,Saturday,12,April
2024-04-21 05:45:00,Kamasi Washington,Truth,Jazz,184,263,0.7,Happy,Working,Sunday,5,April
2024-04-21 08:52:00,Arctic Monkeys,505,Alternative,250,250,1.0,Chill,Working,Sunday,8,April
2024-04-21 15:21:00,Kamasi Washington,Truth,Jazz,294,294,1.0,Melancholic,Relaxing,Sunday,15,April
2024-04-21 18:08:00,The Weeknd,Save Your Tears,Pop,285,285,1.0,Energetic,Working Out,Sunday,18,April
2024-04-21 20:41:00,Taylor Swift,Anti-Hero,Pop,292,292,1.0,Focused,Working,Sunday,20,April
2024-04-23 21:11:00,The Strokes,Someday,Alternative,221,221,1.0,Happy,Partying,Tuesday,21,April
2024-04-23 23:34:00,The Strokes,Reptilia,Alternative,292,292,1.0,Energetic,Relaxing,Tuesday,23,April
2024-04-24 18:10:00,The Strokes,Bad Decisions,Alternative,216,216,1.0,Focused,Partying,Wednesday,18,April
2024-04-24 21:01:00,Arctic Monkeys,Do I Wanna Know?,Alternative,294,294,1.0,Chill,Commuting,Wednesday,21,April
2024-04-25 04:33:00,Beach House,Space Song,Indie Rock,204,204,1.0,Happy,Working,Thursday,4,April
2024-04-25 23:01:00,Bonobo,Break Apart,Electronic,240,240,1.0,Focused,Commuting,Thursday,23,April
2024-04-26 04:00:00,Bonobo,Break Apart,Electronic,268,268,1.0,Chill,Working,Friday,4,April
2024-04-26 04:12:00,Fleet Foxes,White Winter Hymnal,Folk,239,239,1.0,Chill,Partying,Friday,4,April
2024-04-26 08:07:00,Fleet Foxes,White Winter Hymnal,Folk,185,185,1.0,Chill,Working,Friday,8,April
2024-04-26 17:52:00,Tame Impala,Borderline,Indie Rock,228,228,1.0,Focused,Relaxing,Friday,17,April
2024-04-26 22:23:00,Taylor Swift,Cardigan,Pop,249,249,1.0,Energetic,Working,Friday,22,April
2024-04-27 04:13:00,Kendrick Lamar,DNA.,Hip Hop,202,202,1.0,Melancholic,Working,Saturday,4,April
2024-04-28 10:14:00,The Weeknd,Blinding Lights,Pop,292,292,1.0,Chill,Commuting,Sunday,10,April
2024-04-29 03:01:00,Arctic Monkeys,R U Mine?,Alternative,206,206,1.0,Energetic,Commuting,Monday,3,April
2024-04-29 04:16:00,The Weeknd,Die For You,Pop,259,259,1.0,Energetic,Working Out,Monday,4,April
2024-04-29 09:29:00,The Weeknd,Die For You,Pop,253,253,1.0,Melancholic,Relaxing,Monday,9,April
2024-04-29 10:39:00,The Weeknd,Die For You,Pop,229,229,1.0,Melancholic,Working,Monday,10,April
2024-04-29 15:15:00,Beach House,Lazuli,Indie Rock,134,268,0.5,Chill,Commuting,Monday,15,April
2024-04-29 15:52:00,Fleet Foxes,Mykonos,Folk,206,206,1.0,Energetic,Partying,Monday,15,April
2024-04-30 12:12:00,The Weeknd,Die For You,Pop,197,197,1.0,Focused,Commuting,Tuesday,12,April
2024-04-30 18:41:00,Tame Impala,Lost in Yesterday,Indie Rock,111,223,0.5,Focused,Commuting,Tuesday,18,April
2024-05-01 22:47:00,Tame Impala,Borderline,Indie Rock,283,283,1.0,Energetic,Commuting,Wednesday,22,May
2024-05-02 06:36:00,The Strokes,The Adults Are Talking,Alternative,205,205,1.0,Energetic,Commuting,Thursday,6,May
2024-05-03 01:55:00,The Weeknd,Starboy,Pop,201,201,1.0,Focused,Working,Friday,1,May
2024-05-03 07:57:00,Fleet Foxes,White Winter Hymnal,Folk,89,298,0.3,Energetic,Working,Friday,7,May
2024-05-03 15:11:00,Tame Impala,Borderline,Indie Rock,198,198,1.0,Melancholic,Partying,Friday,15,May
2024-05-03 15:28:00,Beach House,Lazuli,Indie Rock,219,219,1.0,Melancholic,Commuting,Friday,15,May
2024-05-03 19:36:00,Beach House,Lazuli,Indie Rock,254,254,1.0,Focused,Commuting,Friday,19,May
2024-05-03 22:06:00,Arctic Monkeys,505,Alternative,214,214,1.0,Focused,Partying,Friday,22,May
2024-05-04 06:16:00,Taylor Swift,August,Pop,231,231,1.0,Energetic,Relaxing,Saturday,6,May
2024-05-04 13:12:00,Bonobo,Linked,Electronic,238,238,1.0,Happy,Partying,Saturday,13,May
2024-05-04 18:49:00,Tame Impala,Borderline,Indie Rock,260,260,1.0,Focused,Partying,Saturday,18,May
2024-05-05 08:14:00,Taylor Swift,Anti-Hero,Pop,223,223,1.0,Energetic,Commuting,Sunday,8,May
2024-05-05 19:04:00,Beach House,Space Song,Indie Rock,244,244,1.0,Focused,Partying,Sunday,19,May
2024-05-05 19:56:00,Kamasi Washington,The Next Step,Jazz,230,230,1.0,Focused,Working,Sunday,19,May
2024-05-05 23:49:00,Bonobo,Cirrus,Electronic,227,227,1.0,Melancholic,Working Out,Sunday,23,May
2024-05-06 05:49:00,Beach House,Lazuli,Indie Rock,69,231,0.3,Energetic,Commuting,Monday,5,May
2024-05-06 10:07:00,Bonobo,Kerala,Electronic,239,239,1.0,Melancholic,Working,Monday,10,May
2024-05-06 16:47:00,Arctic Monkeys,505,Alternative,224,224,1.0,Chill,Working,Monday,16,May
2024-05-07 04:43:00,Bonobo,Break Apart,Electronic,261,261,1.0,Energetic,Working Out,Tuesday,4,May
2024-05-07 19:34:00,Kamasi Washington,The Garden Path,Jazz,193,193,1.0,Focused,Working Out,Tuesday,19,May
2024-05-07 20:20:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,184,184,1.0,Happy,Working,Tuesday,20,May
2024-05-08 02:16:00,Kendrick Lamar,N95,Hip Hop,247,247,1.0,Focused,Partying,Wednesday,2,May
2024-05-08 07:39:00,Bonobo,Kerala,Electronic,287,287,1.0,Focused,Working Out,Wednesday,7,May
2024-05-08 20:30:00,The Weeknd,Die For You,Pop,205,205,1.0,Focused,Commuting,Wednesday,20,May
2024-05-09 14:26:00,Kendrick Lamar,Money Trees,Hip Hop,184,184,1.0,Chill,Working,Thursday,14,May
2024-05-09 20:27:00,Taylor Swift,August,Pop,214,214,1.0,Happy,Commuting,Thursday,20,May
2024-05-10 07:26:00,Tame Impala,Lost in Yesterday,Indie Rock,110,221,0.5,Melancholic,Partying,Friday,7,May
2024-05-10 09:31:00,Bonobo,Linked,Electronic,245,245,1.0,Happy,Relaxing,Friday,9,May
2024-05-11 07:29:00,Taylor Swift,August,Pop,160,229,0.7,Melancholic,Partying,Saturday,7,May
2024-05-11 08:19:00,Taylor Swift,Cardigan,Pop,226,226,1.0,Happy,Working Out,Saturday,8,May
2024-05-11 18:53:00,Bonobo,Linked,Electronic,244,244,1.0,Energetic,Commuting,Saturday,18,May
2024-05-13 13:19:00,The Weeknd,Starboy,Pop,181,181,1.0,Energetic,Partying,Monday,13,May
2024-05-13 14:16:00,Kendrick Lamar,DNA.,Hip Hop,223,223,1.0,Melancholic,Commuting,Monday,14,May
2024-05-14 00:34:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,185,185,1.0,Focused,Commuting,Tuesday,0,May
2024-05-14 04:26:00,Fleet Foxes,Mykonos,Folk,293,293,1.0,Happy,Working Out,Tuesday,4,May
2024-05-14 09:10:00,Beach House,Lazuli,Indie Rock,247,247,1.0,Energetic,Partying,Tuesday,9,May
2024-05-14 17:04:00,Arctic Monkeys,R U Mine?,Alternative,228,228,1.0,Focused,Working,Tuesday,17,May
2024-05-14 20:55:00,Arctic Monkeys,505,Alternative,139,279,0.5,Focused,Working,Tuesday,20,May
2024-05-14 21:49:00,Tame Impala,Lost in Yesterday,Indie Rock,139,278,0.5,Melancholic,Working,Tuesday,21,May
2024-05-15 01:49:00,Arctic Monkeys,505,Alternative,199,199,1.0,Focused,Working Out,Wednesday,1,May
2024-05-15 05:18:00,The Strokes,Last Nite,Alternative,242,242,1.0,Happy,Relaxing,Wednesday,5,May
2024-05-16 02:31:00,Tame Impala,Lost in Yesterday,Indie Rock,165,237,0.7,Melancholic,Working,Thursday,2,May
2024-05-16 03:29:00,Taylor Swift,Cruel Summer,Pop,222,222,1.0,Melancholic,Partying,Thursday,3,May
2024-05-17 03:18:00,Kamasi Washington,The Garden Path,Jazz,272,272,1.0,Energetic,Partying,Friday,3,May
2024-05-18 17:35:00,Taylor Swift,August,Pop,267,267,1.0,Chill,Partying,Saturday,17,May
2024-05-19 01:15:00,Beach House,Lazuli,Indie Rock,208,298,0.7,Chill,Working,Sunday,1,May
2024-05-19 09:53:00,Beach House,On The Sea,Indie Rock,231,231,1.0,Melancholic,Working Out,Sunday,9,May
2024-05-19 18:20:00,Tame Impala,Let It Happen,Indie Rock,148,297,0.5,Focused,Commuting,Sunday,18,May
2024-05-19 22:48:00,The Strokes,The Adults Are Talking,Alternative,241,241,1.0,Melancholic,Working,Sunday,22,May
2024-05-19 23:39:00,Fleet Foxes,Blue Ridge Mountains,Folk,203,203,1.0,Melancholic,Partying,Sunday,23,May
2024-05-20 13:36:00,The Weeknd,Blinding Lights,Pop,225,225,1.0,Focused,Relaxing,Monday,13,May
2024-05-20 13:55:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,181,181,1.0,Chill,Partying,Monday,13,May
2024-05-20 17:10:00,Kamasi Washington,The Next Step,Jazz,219,219,1.0,Chill,Partying,Monday,17,May
2024-05-20 22:47:00,Bonobo,Break Apart,Electronic,208,208,1.0,Happy,Relaxing,Monday,22,May
2024-05-21 07:42:00,The Weeknd,Save Your Tears,Pop,285,285,1.0,Energetic,Commuting,Tuesday,7,May
2024-05-21 15:41:00,Kamasi Washington,The Garden Path,Jazz,204,204,1.0,Happy,Working,Tuesday,15,May
2024-05-22 07:23:00,Tame Impala,Let It Happen,Indie Rock,74,247,0.3,Chill,Working,Wednesday,7,May
2024-05-22 17:50:00,Tame Impala,Lost in Yesterday,Indie Rock,286,286,1.0,Focused,Partying,Wednesday,17,May
2024-05-22 20:55:00,The Strokes,Last Nite,Alternative,199,199,1.0,Focused,Relaxing,Wednesday,20,May
2024-05-22 21:36:00,Kamasi Washington,The Garden Path,Jazz,265,265,1.0,Melancholic,Relaxing,Wednesday,21,May
2024-05-23 09:27:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,237,237,1.0,Chill,Working,Thursday,9,May
2024-05-23 10:28:00,Taylor Swift,Cardigan,Pop,185,185,1.0,Happy,Partying,Thursday,10,May
2024-05-24 12:44:00,Kendrick Lamar,Alright,Hip Hop,192,192,1.0,Chill,Commuting,Friday,12,May
2024-05-24 17:52:00,Beach House,Myth,Indie Rock,284,284,1.0,Energetic,Commuting,Friday,17,May
2024-05-24 22:46:00,Arctic Monkeys,R U Mine?,Alternative,60,202,0.3,Happy,Partying,Friday,22,May
2024-05-24 23:45:00,Taylor Swift,Cruel Summer,Pop,221,221,1.0,Happy,Relaxing,Friday,23,May
2024-05-24 23:46:00,Tame Impala,The Less I Know the Better,Indie Rock,228,228,1.0,Focused,Relaxing,Friday,23,May
2024-05-25 02:24:00,The Strokes,Last Nite,Alternative,217,217,1.0,Focused,Commuting,Saturday,2,May
2024-05-25 21:37:00,The Strokes,Reptilia,Alternative,190,190,1.0,Energetic,Relaxing,Saturday,21,May
2024-05-26 05:05:00,Arctic Monkeys,505,Alternative,271,271,1.0,Happy,Relaxing,Sunday,5,May
2024-05-27 02:37:00,Tame Impala,Let It Happen,Indie Rock,213,213,1.0,Happy,Partying,Monday,2,May
2024-05-27 04:31:00,Bonobo,Linked,Electronic,216,216,1.0,Energetic,Working,Monday,4,May
2024-05-27 15:23:00,Bonobo,Cirrus,Electronic,206,206,1.0,Chill,Commuting,Monday,15,May
2024-05-27 22:30:00,Taylor Swift,Anti-Hero,Pop,254,254,1.0,Energetic,Relaxing,Monday,22,May
2024-05-28 02:46:00,Kendrick Lamar,Money Trees,Hip Hop,258,258,1.0,Focused,Commuting,Tuesday,2,May
2024-05-28 15:00:00,Taylor Swift,Cruel Summer,Pop,282,282,1.0,Energetic,Commuting,Tuesday,15,May
2024-05-30 07:34:00,Bonobo,Kerala,Electronic,236,236,1.0,Focused,Partying,Thursday,7,May
2024-05-30 17:09:00,Beach House,Lazuli,Indie Rock,211,211,1.0,Melancholic,Relaxing,Thursday,17,May
2024-05-30 17:50:00,Beach House,On The Sea,Indie Rock,235,235,1.0,Focused,Relaxing,Thursday,17,May
2024-05-31 01:16:00,Kendrick Lamar,Alright,Hip Hop,193,193,1.0,Happy,Partying,Friday,1,May
2024-06-01 01:27:00,Tame Impala,Borderline,Indie Rock,286,286,1.0,Melancholic,Commuting,Saturday,1,June
2024-06-01 05:42:00,The Strokes,Last Nite,Alternative,227,227,1.0,Melancholic,Relaxing,Saturday,5,June
2024-06-01 17:30:00,Bonobo,Kerala,Electronic,208,208,1.0,Focused,Partying,Saturday,17,June
2024-06-01 18:03:00,Taylor Swift,Cardigan,Pop,224,224,1.0,Melancholic,Working Out,Saturday,18,June
2024-06-02 00:06:00,Bonobo,Kerala,Electronic,87,291,0.3,Focused,Commuting,Sunday,0,June
2024-06-02 10:51:00,The Weeknd,Die For You,Pop,201,201,1.0,Chill,Working Out,Sunday,10,June
2024-06-03 02:03:00,Taylor Swift,Anti-Hero,Pop,189,189,1.0,Happy,Partying,Monday,2,June
2024-06-03 02:17:00,Taylor Swift,August,Pop,265,265,1.0,Melancholic,Working,Monday,2,June
2024-06-03 06:03:00,Taylor Swift,August,Pop,268,268,1.0,Energetic,Working Out,Monday,6,June
2024-06-05 06:49:00,Kamasi Washington,The Garden Path,Jazz,124,249,0.5,Happy,Commuting,Wednesday,6,June
2024-06-05 12:31:00,Fleet Foxes,Blue Ridge Mountains,Folk,270,270,1.0,Focused,Partying,Wednesday,12,June
2024-06-05 13:41:00,Bonobo,Break Apart,Electronic,65,218,0.3,Focused,Partying,Wednesday,13,June
2024-06-06 01:39:00,Arctic Monkeys,505,Alternative,64,216,0.3,Happy,Partying,Thursday,1,June
2024-06-07 10:09:00,Arctic Monkeys,Do I Wanna Know?,Alternative,297,297,1.0,Energetic,Relaxing,Friday,10,June
2024-06-07 16:24:00,The Weeknd,Die For You,Pop,296,296,1.0,Happy,Working Out,Friday,16,June
2024-06-07 17:36:00,Arctic Monkeys,Why Did You Only Call Me?,Alternative,258,258,1.0,Chill,Relaxing,Friday,17,June
2024-06-08 01:27:00,Kendrick Lamar,N95,Hip Hop,199,199,1.0,Chill,Working,Saturday,1,June
2024-06-08 03:49:00,Arctic Monkeys,Do I Wanna Know?,Alternative,281,281,1.0,Energetic,Relaxing,Saturday,3,June
2024-06-08 10:17:00,Arctic Monkeys,Do I Wanna Know?,Alternative,74,248,0.3,Chill,Partying,Saturday,10,June
2024-06-08 17:11:00,Arctic Monkeys,Do I Wanna Know?,Alternative,232,232,1.0,Energetic,Working Out,Saturday,17,June
2024-06-08 19:47:00,Tame Impala,Borderline,Indie Rock,265,265,1.0,Energetic,Working Out,Saturday,19,June
2024-06-09 16:54:00,The Strokes,The Adults Are Talking,Alternative,290,290,1.0,Chill,Working Out,Sunday,16,June
2024-06-10 11:20:00,Kendrick Lamar,DNA.,Hip Hop,89,297,0.3,Focused,Partying,Monday,11,June
2024-06-10 18:11:00,Taylor Swift,Cruel Summer,Pop,209,299,0.7,Happy,Working Out,Monday,18,June
2024-06-10 21:03:00,Kendrick Lamar,N95,Hip Hop,128,184,0.7,Melancholic,Working Out,Monday,21,June
2024-06-11 15:51:00,Kamasi Washington,The Garden Path,Jazz,242,242,1.0,Chill,Commuting,Tuesday,15,June
2024-06-11 17:37:00,Taylor Swift,August,Pop,299,299,1.0,Energetic,Working,Tuesday,17,June
2024-06-11 21:25:00,Beach House,Space Song,Indie Rock,228,228,1.0,Melancholic,Partying,Tuesday,21,June
2024-06-12 03:55:00,Bonobo,Break Apart,Electronic,273,273,1.0,Chill,Working Out,Wednesday,3,June
2024-06-12 10:45:00,Fleet Foxes,Mykonos,Folk,280,280,1.0,Energetic,Commuting,Wednesday,10,June
2024-06-12 18:06:00,The Strokes,Someday,Alternative,272,272,1.0,Chill,Working,Wednesday,18,June
2024-06-12 18:51:00,Kendrick Lamar,Alright,Hip Hop,201,201,1.0,Chill,Working Out,Wednesday,18,June
2024-06-12 20:23:00,Arctic Monkeys,505,Alternative,248,248,1.0,Melancholic,Partying,Wednesday,20,June
2024-06-13 03:31:00,Kendrick Lamar,N95,Hip Hop,266,266,1.0,Chill,Working,Thursday,3,June
2024-06-14 00:12:00,The Weeknd,Starboy,Pop,275,275,1.0,Focused,Commuting,Friday,0,June
2024-06-14 11:00:00,Fleet Foxes,Blue Ridge Mountains,Folk,182,182,1.0,Chill,Working,Friday,11,June
2024-06-14 14:01:00,Beach House,On The Sea,Indie Rock,233,233,1.0,Happy,Relaxing,Friday,14,June
2024-06-14 15:06:00,Taylor Swift,Cardigan,Pop,121,242,0.5,Focused,Partying,Friday,15,June
2024-06-15 10:07:00,Kamasi Washington,Truth,Jazz,173,248,0.7,Chill,Working,Saturday,10,June
2024-06-16 02:17:00,The Strokes,Reptilia,Alternative,109,218,0.5,Chill,Commuting,Sunday,2,June
2024-06-16 06:51:00,The Strokes,Last Nite,Alternative,228,228,1.0,Energetic,Partying,Sunday,6,June
2024-06-16 17:31:00,Bonobo,Cirrus,Electronic,240,240,1.0,Chill,Working,Sunday,17,June
2024-06-19 12:26:00,The Strokes,Someday,Alternative,145,208,0.7,Focused,Commuting,Wednesday,12,June
2024-06-20 00:02:00,Fleet Foxes,White Winter Hymnal,Folk,298,298,1.0,Happy,Working Out,Thursday,0,June
2024-06-20 08:12:00,Kamasi Washington,The Next Step,Jazz,188,188,1.0,Chill,Commuting,Thursday,8,June
2024-06-21 05:24:00,Kendrick Lamar,Money Trees,Hip Hop,63,210,0.3,Melancholic,Working,Friday,5,June
2024-06-21 06:59:00,Taylor Swift,August,Pop,206,206,1.0,Chill,Commuting,Friday,6,June
2024-06-22 01:20:00,The Strokes,Reptilia,Alternative,265,265,1.0,Melancholic,Working Out,Saturday,1,June
2024-06-22 04:55:00,Arctic Monkeys,505,Alternative,224,224,1.0,Happy,Partying,Saturday,4,June
2024-06-22 06:15:00,Arctic Monkeys,R U Mine?,Alternative,294,294,1.0,Happy,Working Out,Saturday,6,June
2024-06-22 10:48:00,Tame Impala,Borderline,Indie Rock,244,244,1.0,Energetic,Partying,Saturday,10,June
2024-06-22 18:31:00,Tame Impala,Let It Happen,Indie Rock,299,299,1.0,Energetic,Relaxing,Saturday,18,June
2024-06-22 22:09:00,Arctic Monkeys,Do I Wanna Know?,Alternative,183,183,1.0,Chill,Relaxing,Saturday,22,June
2024-06-23 08:23:00,Kamasi Washington,The Next Step,Jazz,249,249,1.0,Happy,Working,Sunday,8,June
